gender,age,home,income,motivation,workday,wkendday,hobby
여자,20,대구광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,3,12,공예
남자,40,경기도,300만원 미만,마음의 안정-휴식을 위해,5,5,공예
여자,30,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,6,12,공예
남자,30,경기도,700만원 이상,자기 계발을 위해,5,5,공예
남자,20,충청도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,6,공예
여자,50,서울특별시,500만원 이상 700만원 미만,대인 관계-교제를 위해,2,5,공예
여자,50,경상도,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,6,공예
여자,20,경상도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,8,공예
남자,50,부산광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,5,공예
여자,30,충청도,무응답,스트레스 해소를 위해,4,10,공예
남자,50,경기도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,8,공예
남자,60,대구광역시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,4,공예
여자,40,경상도,300만원 이상 500만원 미만,남는 시간을 보내기 위해,5,7,공예
여자,40,울산광역시,500만원 이상 700만원 미만,건강 관리를 위해,1,2,공예
남자,50,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,12,공예
여자,30,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,5,5,공예
여자,30,경상도,300만원 미만,스트레스 해소를 위해,0,11,공예
여자,50,광주광역시,300만원 미만,가족-지인 등과 시간을 보내기 위해,4,8,공예
남자,50,서울특별시,무응답,가족-지인 등과 시간을 보내기 위해,2,8,공예
여자,30,경상도,500만원 이상 700만원 미만,건강 관리를 위해,0,0,공예
남자,50,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,6,8,공예
여자,20,충청도,500만원 이상 700만원 미만,대인 관계-교제를 위해,2,6,공예
여자,30,부산광역시,700만원 이상,자기만족-즐거움을 위해,2,5,공예
남자,40,인천광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,5,5,공예
여자,40,경기도,700만원 이상,건강 관리를 위해,4,8,공예
남자,20,경기도,300만원 미만,남는 시간을 보내기 위해,5,8,공예
남자,30,대구광역시,300만원 미만,마음의 안정-휴식을 위해,1,1,공예
남자,60,경기도,300만원 미만,건강 관리를 위해,4,4,공예
남자,30,인천광역시,무응답,자기만족-즐거움을 위해,3,12,공예
남자,30,전라도,300만원 미만,마음의 안정-휴식을 위해,3,8,공예
남자,60,인천광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,3,공예
여자,40,강원도,500만원 이상 700만원 미만,자기 계발을 위해,2,1,공예
남자,50,대구광역시,700만원 이상,건강 관리를 위해,4,8,공예
남자,40,경기도,300만원 미만,스트레스 해소를 위해,4,18,공예
남자,60,충청도,500만원 이상 700만원 미만,건강 관리를 위해,4,6,공예
여자,30,경기도,700만원 이상,자기만족-즐거움을 위해,4,10,공예
남자,30,전라도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,10,공예
여자,30,경상도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,4,공예
여자,50,전라도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,6,공예
여자,30,경기도,700만원 이상,스트레스 해소를 위해,2,12,공예
여자,40,경기도,700만원 이상,스트레스 해소를 위해,5,10,공예
남자,60,경기도,700만원 이상,마음의 안정-휴식을 위해,4,6,공예
여자,50,경상도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,1,공예
남자,50,제주특별자치도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,2,4,공예
남자,50,충청도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,5,10,공예
남자,60,경상도,500만원 이상 700만원 미만,건강 관리를 위해,2,2,공예
남자,30,부산광역시,500만원 이상 700만원 미만,자기 계발을 위해,2,2,공예
남자,40,경기도,300만원 이상 500만원 미만,남는 시간을 보내기 위해,2,4,공예
여자,50,경상도,300만원 미만,자기만족-즐거움을 위해,10,10,공예
남자,30,서울특별시,700만원 이상,스트레스 해소를 위해,0,0,공예
여자,30,울산광역시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,4,8,공예
남자,20,대구광역시,300만원 미만,마음의 안정-휴식을 위해,4,12,공예
남자,50,광주광역시,700만원 이상,스트레스 해소를 위해,2,6,공예
여자,20,서울특별시,300만원 이상 500만원 미만,자기만족-즐거움을 위해,3,6,공예
남자,20,부산광역시,300만원 미만,자기만족-즐거움을 위해,3,10,공예
남자,20,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,5,12,공예
여자,60,경기도,300만원 미만,자기 계발을 위해,5,3,공예
남자,20,울산광역시,300만원 이상 500만원 미만,자기 계발을 위해,2,7,공예
남자,20,경기도,무응답,자기만족-즐거움을 위해,6,6,공예
남자,20,강원도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,10,공예
여자,60,서울특별시,300만원 이상 500만원 미만,자기 계발을 위해,3,15,공예
남자,40,서울특별시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,3,공예
남자,50,서울특별시,300만원 이상 500만원 미만,건강 관리를 위해,2,6,공예
여자,60,경기도,700만원 이상,남는 시간을 보내기 위해,3,8,공예
남자,30,부산광역시,300만원 미만,남는 시간을 보내기 위해,5,0,공예
여자,40,인천광역시,300만원 미만,자기만족-즐거움을 위해,2,1,공예
여자,20,대전광역시,300만원 미만,자기만족-즐거움을 위해,1,3,공예
여자,50,경기도,700만원 이상,마음의 안정-휴식을 위해,1,2,공예
남자,40,전라도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,4,공예
남자,50,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,3,공예
남자,50,대구광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,8,공예
남자,40,부산광역시,300만원 미만,스트레스 해소를 위해,1,0,공예
남자,60,부산광역시,300만원 미만,마음의 안정-휴식을 위해,6,8,공예
여자,40,전라도,300만원 미만,자기만족-즐거움을 위해,1,3,공예
여자,20,경기도,300만원 이상 500만원 미만,스트레스 해소를 위해,3,2,공예
여자,30,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,3,3,공예
남자,30,대구광역시,300만원 미만,스트레스 해소를 위해,2,4,공예
남자,50,서울특별시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,4,4,공예
여자,20,서울특별시,300만원 미만,자기만족-즐거움을 위해,5,8,공예
남자,30,경기도,500만원 이상 700만원 미만,건강 관리를 위해,2,5,공예
여자,30,경상도,300만원 이상 500만원 미만,스트레스 해소를 위해,5,10,공예
남자,30,경상도,500만원 이상 700만원 미만,스트레스 해소를 위해,6,16,공예
여자,30,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,4,공예
남자,30,강원도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,6,공예
남자,60,경기도,700만원 이상,자기만족-즐거움을 위해,3,8,공예
남자,20,경기도,무응답,자기만족-즐거움을 위해,5,8,공예
여자,30,제주특별자치도,700만원 이상,스트레스 해소를 위해,5,5,공예
남자,30,서울특별시,700만원 이상,자기만족-즐거움을 위해,6,12,공예
여자,30,세종특별자치시,700만원 이상,가족-지인 등과 시간을 보내기 위해,1,4,공예
남자,50,충청도,700만원 이상,스트레스 해소를 위해,2,10,공예
남자,50,인천광역시,300만원 이상 500만원 미만,스트레스 해소를 위해,1,3,공예
남자,20,부산광역시,700만원 이상,자기만족-즐거움을 위해,8,14,공예
남자,60,부산광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,4,10,공예
여자,20,울산광역시,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,8,공예
여자,50,경기도,무응답,자기만족-즐거움을 위해,4,10,공예
여자,50,경기도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,5,12,공예
남자,30,인천광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,3,8,공예
남자,50,충청도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,2,8,공예
남자,40,전라도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,1,1,공예
남자,50,경기도,300만원 미만,스트레스 해소를 위해,1,5,공예
남자,50,경기도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,5,공예
남자,40,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,2,4,공예
여자,20,경상도,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,3,7,공예
여자,30,전라도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,3,공예
남자,30,대구광역시,500만원 이상 700만원 미만,건강 관리를 위해,3,10,공예
여자,20,강원도,300만원 미만,스트레스 해소를 위해,2,5,공예
여자,30,경기도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,5,10,공예
여자,50,대전광역시,500만원 이상 700만원 미만,건강 관리를 위해,10,8,공예
남자,30,경기도,700만원 이상,자기 계발을 위해,2,5,공예
여자,40,경상도,300만원 미만,마음의 안정-휴식을 위해,3,8,공예
남자,60,인천광역시,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,4,10,공예
남자,30,경기도,700만원 이상,가족-지인 등과 시간을 보내기 위해,3,3,공예
여자,50,전라도,500만원 이상 700만원 미만,자기만족-즐거움을 위해,2,6,공예
남자,60,서울특별시,700만원 이상,가족-지인 등과 시간을 보내기 위해,5,10,공예
여자,30,경기도,700만원 이상,마음의 안정-휴식을 위해,4,10,공예
여자,30,부산광역시,300만원 미만,스트레스 해소를 위해,2,8,공예
여자,20,광주광역시,무응답,마음의 안정-휴식을 위해,3,5,공예
남자,40,충청도,500만원 이상 700만원 미만,자기 계발을 위해,2,14,공예
남자,40,서울특별시,300만원 이상 500만원 미만,마음의 안정-휴식을 위해,6,17,공예
여자,50,대전광역시,500만원 이상 700만원 미만,건강 관리를 위해,0,3,공예
여자,20,경상도,300만원 이상 500만원 미만,스트레스 해소를 위해,2,2,공예
여자,60,경기도,300만원 이상 500만원 미만,자기만족-즐거움을 위해,2,3,공예
남자,30,충청도,무응답,마음의 안정-휴식을 위해,4,8,공예
남자,30,경기도,300만원 이상 500만원 미만,대인 관계-교제를 위해,4,8,공예
남자,60,경기도,300만원 이상 500만원 미만,건강 관리를 위해,4,8,공예
여자,40,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,0,3,공예
여자,40,강원도,300만원 미만,스트레스 해소를 위해,1,1,공예
남자,50,서울특별시,500만원 이상 700만원 미만,대인 관계-교제를 위해,2,8,공예
여자,30,경기도,500만원 이상 700만원 미만,스트레스 해소를 위해,3,8,공예
남자,60,인천광역시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,10,5,공예
남자,30,경기도,500만원 이상 700만원 미만,마음의 안정-휴식을 위해,1,3,공예
남자,40,경기도,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,1,7,공예
여자,20,경상도,무응답,마음의 안정-휴식을 위해,5,4,공예
여자,30,서울특별시,500만원 이상 700만원 미만,가족-지인 등과 시간을 보내기 위해,2,6,공예
여자,50,광주광역시,300만원 미만,자기만족-즐거움을 위해,6,10,공예
남자,40,경상도,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,3,3,공예
남자,50,대구광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,5,공예
여자,30,서울특별시,300만원 미만,마음의 안정-휴식을 위해,1,1,공예
여자,30,부산광역시,700만원 이상,마음의 안정-휴식을 위해,1,8,공예
남자,30,경기도,300만원 미만,스트레스 해소를 위해,2,4,공예
여자,20,경기도,300만원 미만,남는 시간을 보내기 위해,5,8,공예
남자,40,부산광역시,300만원 이상 500만원 미만,가족-지인 등과 시간을 보내기 위해,2,5,공예
